Nome,Clube,Preço,J,Média,Últ. Pont.,Variação,DS,G,A,SG,FS,FF,FD,FT,DD,DP,GC,CV,CA,PP,GS,FC,I,PI,rodada,ano,RB,PE
Igor Rabello (ZAG),Atlético-MG,11.79,9.0,3.72,0.4,-0.03,12.0,1.0,,3.0,9.0,,,1.0,,,,,,,,10.0,,40.0,12,2020,,
Renato Gaúcho (TEC),Grêmio,12.14,11.0,3.7,2.75,0.35,,,,,,,,,,,,,,,,,,,12,2020,,
Jô (ATA),Corinthians,11.62,9.0,3.67,0.0,0.0,,3.0,1.0,,9.0,5.0,5.0,1.0,,,,,,1.0,,9.0,2.0,40.0,12,2020,,
Gustavo Gómez (ZAG),Palmeiras,12.04,8.0,3.63,0.0,0.0,11.0,1.0,1.0,2.0,9.0,2.0,1.0,,,,,,1.0,,,13.0,3.0,23.0,12,2020,,
Gustavo Ferrareis (MEI),Atlético-GO,8.78,10.0,3.6,0.0,-1.3,14.0,2.0,1.0,,19.0,8.0,3.0,,,,,,1.0,,,21.0,2.0,50.0,12,2020,,
Eduardo Sasha (ATA),Atlético-MG,7.86,7.0,3.6,5.4,1.0,5.0,1.0,2.0,,10.0,2.0,5.0,,,,,,,1.0,,8.0,1.0,19.0,12,2020,,
Léo Cittadini (MEI),Athlético-PR,12.35,9.0,3.59,1.9,-0.74,17.0,1.0,,,17.0,12.0,1.0,,,,,,1.0,,,13.0,,35.0,12,2020,,
Charles (MEI),Ceará,8.27,12.0,3.57,10.4,2.21,34.0,2.0,1.0,,8.0,4.0,1.0,,,,,,2.0,,,22.0,,56.0,12,2020,,
David Braz (ZAG),Grêmio,8.41,9.0,3.56,1.6,-0.46,18.0,,,3.0,4.0,2.0,2.0,,,,,,,,,6.0,,39.0,12,2020,,
Fernando Diniz (TEC),São Paulo,8.98,10.0,3.53,2.68,-0.24,,,,,,,,,,,,,,,,,,,12,2020,,
Odair Hellmann (TEC),Fluminense,9.99,12.0,3.53,8.81,1.62,,,,,,,,,,,,,,,,,,,12,2020,,
Wilson (GOL),Coritiba,7.35,12.0,3.52,-8.6,-3.58,1.0,,,3.0,2.0,,,,15.0,1.0,,,,,16.0,,,98.0,12,2020,,
Domènec Torrent (TEC),Flamengo,8.79,10.0,3.49,0.0,0.0,,,,,,,,,,,,,,,,,,,12,2020,,
Vanderlei Luxemburgo (TEC),Palmeiras,10.58,10.0,3.46,0.0,0.0,,,,,,,,,,,,,,,,,,,12,2020,,
Vagner Mancini (TEC),Atlético-GO,6.65,11.0,3.45,2.41,-0.11,,,,,,,,,,,,,,,,,,,12,2020,,
Jean (GOL),Atlético-GO,8.02,11.0,3.42,1.8,0.56,,1.0,,2.0,1.0,,1.0,,15.0,,,,1.0,,16.0,1.0,,75.0,12,2020,,
Wellington Paulista (ATA),Fortaleza,7.61,12.0,3.37,-0.5,-0.17,3.0,4.0,1.0,,12.0,2.0,4.0,,,,,,,,,15.0,4.0,25.0,12,2020,,
Paulo Autuori (TEC),Botafogo,8.53,11.0,3.36,1.72,-0.37,,,,,,,,,,,,,,,,,,,12,2020,,
Gabriel Dias (LAT),Fortaleza,8.53,10.0,3.36,11.8,2.77,12.0,1.0,1.0,3.0,8.0,1.0,1.0,,,,,1.0,,,,8.0,1.0,29.0,12,2020,,
Jorginho (TEC),Coritiba,7.31,7.0,3.34,0.49,-0.74,,,,,,,,,,,,,,,,,,,12,2020,,
Juninho Capixaba (LAT),Bahia,7.24,7.0,3.26,1.4,-0.45,19.0,,1.0,1.0,6.0,2.0,2.0,,,,,,1.0,,,7.0,1.0,72.0,12,2020,,
Tiago (ZAG),Ceará,5.42,7.0,3.26,-3.1,-1.89,16.0,,,3.0,7.0,1.0,,,,,,,2.0,,,7.0,2.0,40.0,12,2020,,
Gilvan (ZAG),Atlético-GO,5.7,8.0,3.22,2.0,-0.92,15.0,1.0,,2.0,6.0,1.0,,,,,,,2.0,,,12.0,,11.0,12,2020,,
Arthur Gomes (ATA),Santos,4.75,6.0,3.22,3.9,0.31,5.0,1.0,,,10.0,2.0,5.0,,,,,,,,,5.0,1.0,33.0,12,2020,,
Vanderlei (GOL),Grêmio,7.79,8.0,3.2,0.0,0.0,,,,3.0,1.0,,,,7.0,,,,1.0,,6.0,,,39.0,12,2020,,
Jair (MEI),Atlético-MG,7.31,10.0,3.2,0.5,0.12,26.0,1.0,2.0,,19.0,3.0,,,,,,,4.0,,,26.0,,29.0,12,2020,,
Pedro Henrique (ZAG),Athlético-PR,5.4,5.0,3.2,8.3,0.77,10.0,,,2.0,2.0,,,,,,,,1.0,,,2.0,,20.0,12,2020,,
Pablo (ATA),São Paulo,8.7,7.0,3.15,5.4,0.34,4.0,1.0,1.0,,9.0,16.0,3.0,,,,,,1.0,,,18.0,6.0,19.0,12,2020,,
Kanu (ZAG),Botafogo,4.76,11.0,3.12,-0.9,-0.79,17.0,,,3.0,13.0,3.0,1.0,,,,,,1.0,,,5.0,,33.0,12,2020,,
Igor Julião (LAT),Fluminense,5.11,6.0,3.12,10.6,2.12,12.0,,2.0,1.0,12.0,2.0,1.0,,,,,,3.0,,,14.0,,41.0,12,2020,,
Fabinho (ATA),Athlético-PR,2.9,5.0,3.12,5.1,-0.46,7.0,1.0,,,4.0,2.0,2.0,,,,,,,,,3.0,1.0,34.0,12,2020,,
Artur (ATA),Bragantino,12.12,12.0,3.11,0.9,-0.2,13.0,,2.0,,28.0,14.0,7.0,1.0,,,,,1.0,1.0,,11.0,2.0,98.0,12,2020,,
Romarinho (ATA),Fortaleza,7.93,12.0,3.1,-1.9,-0.79,9.0,2.0,,,23.0,10.0,4.0,,,,,,2.0,,,6.0,1.0,46.0,12,2020,,
Samuel Xavier (LAT),Ceará,6.79,11.0,3.09,6.0,0.49,22.0,,2.0,4.0,19.0,2.0,1.0,,,,,1.0,2.0,,,19.0,,118.0,12,2020,,
Nicolas (LAT),Atlético-GO,6.72,11.0,3.07,-0.2,-0.52,22.0,,1.0,2.0,6.0,7.0,5.0,,,,,,,,,10.0,1.0,123.0,12,2020,,
Janderson (ATA),Atlético-GO,5.69,8.0,3.05,7.9,0.42,10.0,,2.0,,9.0,4.0,4.0,,,,,,,,,6.0,,51.0,12,2020,,
Soteldo (ATA),Santos,6.98,10.0,3.02,1.7,-0.13,5.0,1.0,2.0,,18.0,9.0,7.0,,,,,,3.0,,,5.0,2.0,79.0,12,2020,,
Léo Ortiz (ZAG),Bragantino,7.7,12.0,3.02,1.9,-0.85,25.0,2.0,,,7.0,3.0,1.0,,,,,,1.0,,,12.0,,39.0,12,2020,,
Maurício Barbieri (TEC),Bragantino,6.34,5.0,3.02,2.56,-0.27,,,,,,,,,,,,,,,,,,,12,2020,,
Marcelo Benevenuto (ZAG),Botafogo,7.63,10.0,2.99,0.0,0.0,16.0,,,3.0,7.0,4.0,1.0,,,,,,2.0,,,4.0,,30.0,12,2020,,
Iago Maidana (ZAG),Sport,7.04,11.0,2.99,0.0,0.0,13.0,3.0,,1.0,7.0,5.0,1.0,,,,,,2.0,,,13.0,,73.0,12,2020,,
Jair Ventura (TEC),Sport,6.67,6.0,2.98,0.0,0.0,,,,,,,,,,,,,,,,,,,12,2020,,
Eduardo Barros (TEC),Athlético-PR,8.19,5.0,2.97,4.98,0.26,,,,,,,,,,,,,,,,,,,12,2020,,
Franco (MEI),Atlético-MG,5.08,11.0,2.95,-1.0,-0.35,10.0,3.0,,,10.0,3.0,2.0,,,,,,,,,13.0,1.0,43.0,12,2020,,
William Matheus (LAT),Coritiba,4.95,12.0,2.94,-0.8,-0.76,14.0,1.0,2.0,3.0,15.0,2.0,1.0,,,,,,1.0,,,13.0,5.0,110.0,12,2020,,
Bruno Nazário (MEI),Botafogo,7.18,10.0,2.92,0.9,-1.14,10.0,1.0,1.0,,13.0,7.0,8.0,,,,,,,,,15.0,,80.0,12,2020,,
Rogério Ceni (TEC),Fortaleza,6.97,12.0,2.89,2.71,-0.06,,,,,,,,,,,,,,,,,,,12,2020,,
Lucas Mugni (MEI),Sport,4.19,7.0,2.85,0.0,0.0,15.0,1.0,,,1.0,2.0,,,,,,,,,,6.0,,22.0,12,2020,,
Everson (GOL),Atlético-MG,9.63,3.0,2.83,6.3,0.66,,,1.0,,,,,,4.0,,,,,,5.0,,,25.0,12,2020,,
Jonathan (LAT),Athlético-PR,9.54,6.0,2.82,3.3,-0.31,4.0,,1.0,3.0,2.0,,,,,,,,2.0,,,3.0,,26.0,12,2020,,
Bruno Tubarão (MEI),Bragantino,3.66,10.0,2.82,3.4,-2.05,20.0,1.0,1.0,,3.0,3.0,1.0,1.0,,,,,2.0,,,10.0,1.0,33.0,12,2020,,
Alex (ZAG),Santos,2.6,5.0,2.8,0.9,-0.16,5.0,,,2.0,2.0,,,,,,,,,,,1.0,,15.0,12,2020,,
Henrique (LAT),Vasco,7.17,9.0,2.79,2.8,-0.36,26.0,,,3.0,8.0,,1.0,,,,,,3.0,,,19.0,1.0,51.0,12,2020,,
Felipe (MEI),Fortaleza,5.37,11.0,2.76,1.4,-1.16,27.0,1.0,,,22.0,3.0,1.0,,,,,,3.0,,,16.0,,52.0,12,2020,,
Jonathan (LAT),Coritiba,4.24,8.0,2.76,0.0,0.0,17.0,,,2.0,5.0,1.0,1.0,,,,,,1.0,,,6.0,1.0,39.0,12,2020,,
Daniel Bessa (MEI),Goiás,6.15,9.0,2.74,-2.1,-0.65,14.0,2.0,,,6.0,3.0,2.0,1.0,,,,,2.0,,,14.0,,52.0,12,2020,,
Ramiro (MEI),Corinthians,6.73,8.0,2.69,0.0,0.0,21.0,1.0,,,5.0,4.0,1.0,,,,,,2.0,,,13.0,,39.0,12,2020,,
Savarino (ATA),Atlético-MG,6.32,11.0,2.62,8.1,0.76,4.0,1.0,2.0,,10.0,7.0,5.0,2.0,,,,,1.0,,,10.0,6.0,57.0,12,2020,,
Juninho (MEI),Fortaleza,5.01,11.0,2.58,9.6,2.56,22.0,1.0,2.0,,16.0,9.0,1.0,,,,,,4.0,,,21.0,,96.0,12,2020,,
Jonatan Gomez (MEI),Sport,10.95,9.0,2.57,0.0,0.0,5.0,1.0,,,14.0,10.0,2.0,,,,,,,,,7.0,1.0,32.0,12,2020,,
Víctor Cuesta (ZAG),Internacional,10.3,11.0,2.55,-0.6,-0.29,14.0,,,6.0,10.0,,1.0,,,,,,3.0,,,16.0,,81.0,12,2020,,
Diego Pituca (MEI),Santos,7.28,12.0,2.54,-0.9,-0.63,29.0,,,,16.0,2.0,3.0,,,,,,1.0,,,8.0,1.0,52.0,12,2020,,
Tchê Tchê (MEI),São Paulo,8.6,10.0,2.53,5.6,0.42,17.0,,,,17.0,7.0,5.0,,,,,,2.0,,,8.0,,38.0,12,2020,,
Oliveira (ZAG),Atlético-GO,2.58,5.0,2.52,-1.1,-1.64,3.0,1.0,,1.0,3.0,,,,,,,,,,,5.0,,24.0,12,2020,,
Marcos Rocha (LAT),Palmeiras,8.12,6.0,2.52,0.0,0.0,16.0,,,1.0,6.0,1.0,,,,,,,,,,9.0,,52.0,12,2020,,
Nino Paraíba (LAT),Bahia,7.9,8.0,2.51,0.0,0.0,25.0,,,1.0,5.0,1.0,1.0,,,,,,2.0,,,8.0,,64.0,12,2020,,
Vinícius (ATA),Vasco,4.26,3.0,2.5,7.9,1.72,,1.0,,,5.0,,1.0,,,,,,1.0,,,1.0,1.0,12.0,12,2020,,
Osvaldo (ATA),Fortaleza,6.19,12.0,2.48,4.0,0.52,14.0,1.0,1.0,,8.0,7.0,4.0,1.0,,,,,2.0,,,7.0,2.0,62.0,12,2020,,
Pedro (ATA),Flamengo,3.25,8.0,2.45,0.0,0.0,3.0,2.0,,,2.0,4.0,4.0,,,,,,1.0,,,8.0,3.0,9.0,12,2020,,
Kalou (ATA),Botafogo,7.36,6.0,2.45,-0.2,-0.17,3.0,1.0,1.0,,6.0,2.0,1.0,,,,,,,,,9.0,,26.0,12,2020,,
Juninho (ZAG),Bahia,8.29,10.0,2.43,1.8,0.36,16.0,1.0,,1.0,4.0,1.0,2.0,,,,,1.0,,,,2.0,1.0,34.0,12,2020,,
Jefferson (LAT),Goiás,5.15,6.0,2.43,0.0,0.0,8.0,1.0,,2.0,4.0,1.0,,,,,,1.0,1.0,,,5.0,1.0,42.0,12,2020,,
Darlan (MEI),Grêmio,4.8,7.0,2.42,0.6,0.08,12.0,1.0,,,5.0,2.0,,,,,,,1.0,,,7.0,,17.0,12,2020,,
Gilberto (ATA),Bahia,7.17,9.0,2.39,0.6,-0.05,6.0,,1.0,,11.0,7.0,8.0,1.0,,,,,,1.0,,6.0,4.0,42.0,12,2020,,
Rodrigo Moledo (ZAG),Internacional,5.74,8.0,2.36,1.3,-0.23,5.0,,,3.0,5.0,1.0,,,,,,,1.0,,,3.0,,9.0,12,2020,,
Sander (LAT),Sport,8.24,8.0,2.34,0.0,0.0,23.0,,,,13.0,2.0,1.0,,,,,1.0,,,,5.0,,61.0,12,2020,,
Santos (GOL),Athlético-PR,7.69,9.0,2.33,10.6,0.89,,,,2.0,,,,,7.0,1.0,,,,,9.0,1.0,,55.0,12,2020,,
Luan Peres (ZAG),Santos,5.82,11.0,2.26,0.9,-0.84,13.0,,1.0,3.0,6.0,2.0,,,,,,1.0,1.0,,,2.0,,47.0,12,2020,,
Luiz Otávio (ZAG),Ceará,4.86,10.0,2.25,3.3,1.0,16.0,1.0,,3.0,1.0,1.0,,,,,,,4.0,,,13.0,,33.0,12,2020,,
Lucas Piton (LAT),Corinthians,4.12,5.0,2.22,0.0,0.0,9.0,,1.0,,5.0,1.0,1.0,,,,,,1.0,,,3.0,,39.0,12,2020,,
Muriel (GOL),Fluminense,5.6,9.0,2.22,8.0,1.43,,,,2.0,,,,,9.0,,,,,,9.0,,,80.0,12,2020,,
Ernando (ZAG),Bahia,5.72,8.0,2.21,0.7,-0.01,4.0,1.0,,1.0,1.0,2.0,3.0,,,,,,,,,4.0,,30.0,12,2020,,
Hyuri (ATA),Atlético-GO,8.14,10.0,2.21,11.9,2.61,10.0,2.0,,,3.0,5.0,1.0,,,,,,1.0,,,11.0,4.0,11.0,12,2020,,
Tiago Volpi (GOL),São Paulo,11.48,10.0,2.2,-2.6,-1.35,1.0,,,2.0,1.0,,,,9.0,1.0,,,,,12.0,,,85.0,12,2020,,
Breno (MEI),Goiás,4.24,7.0,2.2,2.6,0.26,16.0,,,,6.0,3.0,,1.0,,,,,1.0,,,11.0,,15.0,12,2020,,
Mateus Vital (MEI),Corinthians,6.52,6.0,2.17,0.0,0.0,2.0,1.0,,,8.0,,2.0,,,,,,1.0,,,1.0,,9.0,12,2020,,
Edílson (LAT),Goiás,6.95,3.0,2.17,5.2,0.59,2.0,,1.0,1.0,,1.0,,,,,,,2.0,,,1.0,,18.0,12,2020,,
Kevin (LAT),Botafogo,3.32,7.0,2.17,2.2,0.6,15.0,,,1.0,6.0,1.0,3.0,,,,,,1.0,,,6.0,,72.0,12,2020,,
Chico (ATA),Atlético-GO,3.37,9.0,2.16,-0.4,-0.14,7.0,,2.0,,9.0,4.0,2.0,1.0,,,,,1.0,,,9.0,,42.0,12,2020,,
Igor Vinícius (LAT),São Paulo,5.36,8.0,2.15,2.0,-0.2,16.0,,1.0,1.0,7.0,5.0,4.0,,,,,,3.0,,,20.0,,51.0,12,2020,,
Wellington Silva (ATA),Fluminense,4.52,10.0,2.14,6.0,1.28,7.0,1.0,1.0,,19.0,3.0,1.0,,,,,,3.0,,,6.0,1.0,22.0,12,2020,,
Fagner (LAT),Corinthians,10.19,6.0,2.13,0.0,0.0,16.0,1.0,,,4.0,1.0,3.0,,,,,1.0,1.0,,,9.0,,61.0,12,2020,,
Léo (LAT),São Paulo,4.16,8.0,2.12,0.4,-0.45,10.0,,1.0,1.0,11.0,1.0,,,,,,,1.0,,,6.0,,43.0,12,2020,,
Matheus Sales (MEI),Coritiba,4.08,8.0,2.12,0.8,-0.21,17.0,,,,13.0,1.0,,,,,,,,,,9.0,,28.0,12,2020,,
Gil (ZAG),Corinthians,5.83,8.0,2.1,0.0,0.0,14.0,,1.0,1.0,4.0,,,,,,,,1.0,,,7.0,,37.0,12,2020,,
Gabriel Sara (MEI),São Paulo,3.0,10.0,2.08,-0.3,-2.79,9.0,2.0,,,7.0,4.0,2.0,,,,,,1.0,,,10.0,3.0,47.0,12,2020,,
Edenílson (MEI),Internacional,8.17,11.0,2.06,2.6,0.55,16.0,1.0,1.0,,14.0,4.0,4.0,,,,,,2.0,,,17.0,2.0,78.0,12,2020,,
Thiago Maia (MEI),Flamengo,6.16,5.0,2.04,0.0,0.0,14.0,,,,2.0,,1.0,,,,,,,,,7.0,,25.0,12,2020,,
Rafael Moura (ATA),Goiás,6.38,5.0,2.02,5.9,1.15,1.0,2.0,,,6.0,4.0,2.0,,,,,,1.0,,,16.0,5.0,30.0,12,2020,,
Dudu (LAT),Atlético-GO,3.32,10.0,1.99,-1.7,-0.61,24.0,,,2.0,8.0,2.0,1.0,,,,,1.0,1.0,,,12.0,,79.0,12,2020,,
Miranda (ZAG),Vasco,3.5,8.0,1.99,0.7,-0.2,10.0,,,2.0,8.0,,,,,,,,1.0,,,4.0,,41.0,12,2020,,
Gerson (MEI),Flamengo,9.07,7.0,1.98,0.0,0.0,17.0,,,,22.0,4.0,,,,,,,3.0,,,18.0,,23.0,12,2020,,
Gabriel (MEI),Corinthians,4.19,7.0,1.97,0.0,0.0,18.0,,1.0,,8.0,2.0,,,,,,,3.0,,,12.0,,28.0,12,2020,,
Honda (MEI),Botafogo,4.88,7.0,1.96,0.0,0.0,16.0,,,,2.0,4.0,1.0,,,,,,,,,8.0,,37.0,12,2020,,
Nino (ZAG),Fluminense,6.64,10.0,1.96,15.0,2.8,11.0,1.0,,1.0,12.0,3.0,,,,,,,2.0,,,9.0,,43.0,12,2020,,
Jackson (ZAG),Fortaleza,3.26,7.0,1.91,-0.7,-1.02,8.0,,,2.0,7.0,1.0,,,,,,,2.0,,,6.0,,19.0,12,2020,,
Paulão (ZAG),Fortaleza,2.79,12.0,1.9,0.6,-0.85,17.0,,,4.0,2.0,1.0,,,,,,,2.0,,,15.0,2.0,35.0,12,2020,,
Ricardinho (MEI),Sport,3.65,9.0,1.9,0.0,0.0,10.0,,,,14.0,1.0,5.0,,,,,,1.0,,,4.0,1.0,22.0,12,2020,,
Felipe Alves (GOL),Fortaleza,3.43,12.0,1.86,1.1,-0.32,2.0,,,4.0,3.0,,,,8.0,,,,,,10.0,,,132.0,12,2020,,
Fábio Sanches (ZAG),Goiás,5.32,8.0,1.85,1.0,-0.42,10.0,,,2.0,5.0,2.0,1.0,,,,1.0,,1.0,,,3.0,,20.0,12,2020,,
Diego Souza (ATA),Grêmio,8.67,8.0,1.82,0.0,0.0,5.0,2.0,,,9.0,8.0,2.0,,,,,,2.0,1.0,,12.0,1.0,53.0,12,2020,,
Danilo Avelar (ZAG),Corinthians,4.41,8.0,1.82,0.0,0.0,8.0,1.0,,1.0,2.0,1.0,5.0,,,,,1.0,,,,13.0,,27.0,12,2020,,
Júlio César (GOL),Bragantino,4.52,3.0,1.8,-2.4,-0.85,,,,,,,,,3.0,1.0,,,,,5.0,,,36.0,12,2020,,
Dyego Coelho (TEC),Corinthians,8.19,1.0,1.8,0.0,0.0,,,,,,,,,,,,,,,,,,,12,2020,,
Giovanni Augusto (MEI),Coritiba,5.18,7.0,1.69,2.8,-0.08,8.0,,,,15.0,,,,,,,,,,,3.0,,22.0,12,2020,,
Diego (ZAG),São Paulo,2.43,7.0,1.63,1.5,-0.26,14.0,,,1.0,1.0,2.0,2.0,,,,,,1.0,,,14.0,,31.0,12,2020,,
Marlon Freitas (MEI),Atlético-GO,4.94,8.0,1.62,-1.0,-0.51,17.0,,,,7.0,6.0,4.0,,,,,1.0,,,,13.0,,56.0,12,2020,,
Cássio (GOL),Corinthians,8.07,9.0,1.48,0.0,0.0,1.0,,,1.0,,,,,10.0,,,,,,14.0,,,47.0,12,2020,,
Lucas Silva (MEI),Grêmio,4.97,10.0,1.47,0.8,-0.09,15.0,,,,16.0,4.0,1.0,,,,,,2.0,,,11.0,,31.0,12,2020,,
Adryelson (ZAG),Sport,4.37,10.0,1.47,0.0,0.0,15.0,,,1.0,7.0,2.0,2.0,1.0,,,,,3.0,,,12.0,,38.0,12,2020,,
Kaio Jorge (ATA),Santos,4.58,10.0,1.46,4.6,0.55,10.0,,,,11.0,10.0,1.0,1.0,,,,,2.0,,,15.0,1.0,11.0,12,2020,,
Matheus Bueno (MEI),Coritiba,2.18,11.0,1.37,0.8,-0.57,17.0,,,,12.0,1.0,3.0,,,,,,1.0,,,13.0,,38.0,12,2020,,
Hudson (MEI),Fluminense,5.35,5.0,1.36,2.4,0.38,17.0,,,,3.0,,,,,,,1.0,,,,9.0,,22.0,12,2020,,
Marcão Silva (MEI),Sport,4.42,5.0,1.32,0.0,0.0,6.0,,,,6.0,,,,,,,,,,,4.0,,4.0,12,2020,,
Tadeu (GOL),Goiás,7.61,7.0,1.3,3.1,-1.17,,,,2.0,1.0,,1.0,,7.0,,,,,,12.0,,,66.0,12,2020,,
Keko (ATA),Goiás,1.85,6.0,1.25,-1.9,-0.44,6.0,,1.0,,6.0,,,1.0,,,,,1.0,,,6.0,3.0,30.0,12,2020,,
Clayson (ATA),Bahia,4.07,7.0,1.22,-1.8,-0.65,4.0,1.0,,,5.0,3.0,2.0,,,,,,,1.0,,6.0,2.0,28.0,12,2020,,
Mano Menezes (TEC),Bahia,6.14,2.0,1.19,1.62,-0.46,,,,,,,,,,,,,,,,,,,12,2020,,
Marcelo Lomba (GOL),Internacional,11.0,12.0,1.16,11.2,2.73,,,,6.0,,,,,4.0,,,,1.0,,8.0,,,141.0,12,2020,,
Ligger (ZAG),Bragantino,3.1,6.0,1.13,0.7,-0.56,5.0,,1.0,,2.0,,1.0,,,,,,,,,9.0,,9.0,12,2020,,
Rafael Forster (ZAG),Botafogo,3.16,10.0,1.1,1.5,-0.45,7.0,,,2.0,6.0,3.0,1.0,,,,,,2.0,,,8.0,,45.0,12,2020,,
Edimar (LAT),Bragantino,3.28,10.0,1.06,-0.5,-0.67,24.0,,,,7.0,9.0,1.0,,,,,,3.0,,,14.0,1.0,118.0,12,2020,,
Hugo Moura (MEI),Coritiba,2.46,6.0,0.97,0.0,-0.42,8.0,,,,7.0,3.0,,,,,,,1.0,,,8.0,,21.0,12,2020,,
Fred (ATA),Fluminense,2.76,6.0,0.95,0.4,-0.23,1.0,1.0,,,8.0,1.0,,,,,,,2.0,,,6.0,,11.0,12,2020,,
Abel Hernández (ATA),Internacional,6.38,5.0,0.88,-0.2,-0.15,6.0,,,,1.0,3.0,1.0,,,,,,1.0,,,6.0,,7.0,12,2020,,
Pedrinho (ATA),Athlético-PR,2.41,6.0,0.85,1.3,-0.08,2.0,,,,3.0,2.0,1.0,1.0,,,,,,,,6.0,,12.0,12,2020,,
Hernane (ATA),Sport,3.48,10.0,0.85,0.0,0.0,2.0,1.0,,,10.0,,,,,,,,2.0,,,3.0,,10.0,12,2020,,
Lucas Halter (ZAG),Athlético-PR,2.99,5.0,0.8,0.0,0.0,3.0,,1.0,,4.0,1.0,1.0,,,,,,1.0,,,7.0,,25.0,12,2020,,
Ramires (MEI),Palmeiras,5.08,9.0,0.77,0.0,0.0,18.0,,,,4.0,1.0,,,,,1.0,,2.0,,,5.0,,23.0,12,2020,,
Gabriel (MEI),Coritiba,4.15,3.0,0.73,0.7,0.24,2.0,,,,3.0,,,,,,,,,,,1.0,,8.0,12,2020,,
David (ATA),Fortaleza,2.92,12.0,0.6,0.4,0.07,13.0,,1.0,,13.0,9.0,,,,,,,2.0,,,28.0,5.0,41.0,12,2020,,
Sandro (MEI),Goiás,3.39,6.0,0.47,2.1,0.27,12.0,,,,6.0,,,,,,,,2.0,,,12.0,1.0,17.0,12,2020,,
Igor Gomes (MEI),São Paulo,3.42,10.0,0.43,2.1,0.25,6.0,,,,13.0,1.0,2.0,,,,,,1.0,,,12.0,,35.0,12,2020,,
Bruno Henrique (MEI),Palmeiras,6.58,10.0,0.38,0.0,0.0,8.0,,,,5.0,4.0,2.0,,,,,,1.0,,,13.0,1.0,33.0,12,2020,,
Ricardinho (MEI),Ceará,2.52,6.0,0.17,0.5,0.05,7.0,,,,,,1.0,,,,,,1.0,,,3.0,,37.0,12,2020,,
Marcos Guilherme (MEI),Internacional,3.04,10.0,0.16,1.0,0.17,7.0,,,,6.0,2.0,1.0,,,,,,1.0,,,10.0,5.0,17.0,12,2020,,
Thiago Neves (MEI),Sport,3.66,5.0,0.1,0.0,0.0,,,,,,3.0,,,,,,,,,,1.0,,14.0,12,2020,,
Matheus Henrique (MEI),Grêmio,6.03,8.0,0.09,1.8,0.25,10.0,,,,19.0,1.0,,,,,,1.0,2.0,,,12.0,,45.0,12,2020,,
Gregore (MEI),Bahia,5.45,7.0,0.04,-0.5,-0.24,23.0,,,,2.0,3.0,,,,,,1.0,4.0,,,20.0,,31.0,12,2020,,
Hugo Souza (GOL),Flamengo,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,12,2020,,
Otávio (ZAG),Flamengo,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,12,2020,,
Elias (MEI),Bahia,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,12,2020,,
Natan (ZAG),Flamengo,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,12,2020,,
Enderson Moreira (TEC),Goiás,4.88,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,12,2020,,
Rodolfo Filemon (ZAG),Coritiba,0.78,9.0,-0.14,-0.2,-0.66,4.0,,,3.0,3.0,1.0,1.0,,,,,1.0,4.0,,,13.0,,42.0,12,2020,,
Christian (MEI),Athlético-PR,1.16,6.0,-0.27,4.3,0.39,3.0,1.0,,,7.0,,,,,,,,2.0,,,17.0,2.0,26.0,12,2020,,
Weverton (GOL),Palmeiras,6.7,9.0,-0.44,0.0,0.0,,,,2.0,,,,,2.0,,,,,,8.0,,,59.0,12,2020,,
Luan Polli (GOL),Sport,4.97,5.0,-0.46,0.0,0.0,,,,1.0,,,,,3.0,,,,1.0,,5.0,,,73.0,12,2020,,
Felipe Melo (ZAG),Palmeiras,5.93,1.0,-0.8,0.0,0.0,2.0,,,,,,,,,,,,1.0,,,1.0,,3.0,12,2020,,
Danilo Barcelos (LAT),Fluminense,2.83,5.0,-1.34,1.3,0.66,6.0,,,1.0,,1.0,2.0,,,,,1.0,2.0,,,12.0,,59.0,12,2020,,
Wellington (MEI),Athlético-PR,1.18,7.0,-1.43,-0.6,0.16,7.0,,,,4.0,1.0,1.0,,,,,,4.0,,,20.0,,30.0,12,2020,,
Marinho (ATA),Santos,25.19,13.0,10.63,9.2,0.47,15.0,8.0,4.0,,65.0,19.0,10.0,,,,,,1.0,,,17.0,7.0,67.0,13,2020,,
Thiago Galhardo (MEI),Internacional,18.98,12.0,9.34,8.9,0.39,11.0,10.0,3.0,,21.0,9.0,2.0,,,,,,,,,11.0,6.0,56.0,13,2020,,
Jandrei (GOL),Athlético-PR,10.29,1.0,8.2,0.0,0.0,,,,1.0,,,,,1.0,,,,,,,,,8.0,13,2020,,
Pepê (ATA),Grêmio,14.67,8.0,7.15,12.8,2.31,12.0,3.0,1.0,,17.0,8.0,6.0,,,,,,,,,4.0,1.0,34.0,13,2020,,
Keno (ATA),Atlético-MG,13.7,12.0,6.96,9.9,-2.2,12.0,7.0,1.0,,11.0,13.0,8.0,3.0,,,,,1.0,,,14.0,12.0,90.0,13,2020,,
Raphael Veiga (MEI),Palmeiras,9.8,5.0,6.3,10.8,0.95,4.0,3.0,,,11.0,5.0,,,,,,,,,,6.0,,30.0,13,2020,,
